"","value","record","element","collection"
"561","The University of Florida’s Saint Domingue Collection; the Manuscripts: 16 online volumes corresponding to the 16 reels of microfilm from the University Library’s collection from which manuscripts were extracted and digitized. (The Saint Domingue Collection, an assemblage of 20 reels of microfilm containing 186 print titles and several hundred manuscripts and maps illustrative of the colonial era in the French Colony of Saint-Domingue, was assembled by University of Florida librarians in the mid-1950s. Most of the documents came from the French National Archives, although a portion of the manuscripts were mined from the University’s own collections. The University Library generously loaned the film to LLMC for digitization to enrich its Haiti Legal Patrimony Collection, and also bore half the cost of the digitization. Unfortunately, all of these historical gems have long languished in obscurity in their film format, and would have met much the same fate had that same formatting been transferred directly online. Therefore, while the provenance of each separate item is carefully acknowledged, the collection has been broken up into smaller units to make them more discoverable and citeable as follows. All of the print items were reassembled in the following pattern: A.) 69 print items are offered on this site as standalone titles; B.) 67 print items were reassembled into a composite title covering Activities in Saint Domingue; C.) 27 print items were reassembled into a a composite title - French Documents Related to Saint-Domingue; D.) 19 print items were reassembled into a a composite title - French Documents Related to the French Colonies; and E.) all of the hundreds of manuscripts were organized into a composite title of 16 volumes entitled Saint Domingue Collection, The Manuscripts. While the manuscript volumes follow a somewhat different plan, all of the parts within each of the three composite print titles {B-C-D above} are organized in rough chronological order, and each composite title has been enhanced with a detailed Table of Contents. Given that the part numbers assigned to these items will never change, a given part can be cited with confidence. The manuscripts that were extracted from those 16 reels of the microfilm that contained manuscripts have been grouped into the 16 online volumes comprising the present composite title, with the items appearing in the exact order in which they appeared on the film, along with images of any film guides that may have been provided. Each of the 16 online volumes is also being provided with its own “living index.” LLMC welcomes additions to these “living indexes” as volunteered by interested scholars willing to submit their identifications of particular manuscripts or notes of related historical content. Updated versions of the indexes will be “swapped in” as additional editorial matter is received. Parties interested in participating in this “living index” project should should contact Matthew Loving, MLS MA, Romance languages/Area Studies Librarian at the UFL Smathers Library mwloving@ad.ufl.edu.)",4,"abstract","dlc"
"562","mixed material",4,"typeOfResource","dlc"
"563","The University of Florida George A. Smathers Libraries respect the intellectual property rights of others and do not claim any copyright interest in this item. This item may be protected by copyright but is made available here under a claim of fair use (17 U.S.C. §107) for non-profit research and educational purposes. Users of this work have responsibility for determining copyright status prior to reusing, publishing or reproducing this item for purposes other than what is allowed by fair use or other copyright exemptions. Any reuse of this item in excess of fair use or other copyright exemptions requires permission of the copyright holder. The Smathers Libraries would like to learn more about this item and invite individuals or organizations to contact Digital Services (UFDC@uflib.ufl.edu) with any additional information they can provide.",4,"accessCondition","dlc"
"564","Manuscript materials from 16 microfilm reels",4,"physicalDescription","dlc"
"565","All of the manuscripts were kept with the other manuscripts that appeared on the same reel; in exactly the same order as they appeared on the reel. Four of the original 20 reels (#1, 15, 16 & 17) had only print items and were not digitized, so there are only 16 digital volumes that correspond to the different reels. The reels correspond to these LLMC nos: reel 2 manuscripts - 31169.0001.001; reel 3 manuscripts - 31169.0002.001; reel 4 manuscripts - 31169.0003.001; reel 5 manuscripts - 31169.0004.001;  reel 6 manuscripts - 31169.0005.001;  reel 7 manuscripts - 31169.0006.001; reel 8 manuscripts - 31169.0007.001;  reel 9 manuscripts - -31169.0008.001; reel 10 manuscripts- 31169.0009.001; reel 11 manuscripts- 31169.0010.001; reel 12 manuscripts- 31169.0011.001; reel 13 manuscripts- 31169.0012.001; reel 14 manuscripts- 31169.0013.001; reel 18 manuscripts- 31169.0014.001; reel 19 manuscripts- 31169.0015.001; reel 20 manuscripts- 31169.0016.001",4,"note","dlc"
"566","16 volume composite Saint Domingue Manuscript Collection",4,"titleInfo","dlc"
"567","Reel 5 manuscripts - LLMC MS - 31169.0004.001",4,"titleInfo","dlc"
"568","AA00010296_00003University of Florida",3,"recordInfo","dlc"
"569","31169",3,"identifier","dlc"
"570","HaitiFrench Colony of Saint-Domingue",3,"originInfo","dlc"
"571","Manuscript materials from 16 microfilm reels",3,"relatedItem","dlc"
"572","16 volume composite Saint Domingue Manuscript CollectionReel 4 manuscripts - LLMC MS - 31169.0003.0014",3,"relatedItem","dlc"
"573","Reel 4 manuscripts - LLMC MS - 31169.0003.0014",3,"part","dlc"
"574","The University of Florida’s Saint Domingue Collection; the Manuscripts: 16 online volumes corresponding to the 16 reels of microfilm from the University Library’s collection from which manuscripts were extracted and digitized. (The Saint Domingue Collection, an assemblage of 20 reels of microfilm containing 186 print titles and several hundred manuscripts and maps illustrative of the colonial era in the French Colony of Saint-Domingue, was assembled by University of Florida librarians in the mid-1950s. Most of the documents came from the French National Archives, although a portion of the manuscripts were mined from the University’s own collections. The University Library generously loaned the film to LLMC for digitization to enrich its Haiti Legal Patrimony Collection, and also bore half the cost of the digitization. Unfortunately, all of these historical gems have long languished in obscurity in their film format, and would have met much the same fate had that same formatting been transferred directly online. Therefore, while the provenance of each separate item is carefully acknowledged, the collection has been broken up into smaller units to make them more discoverable and citeable as follows. All of the print items were reassembled in the following pattern: A.) 69 print items are offered on this site as standalone titles; B.) 67 print items were reassembled into a composite title covering Activities in Saint Domingue; C.) 27 print items were reassembled into a a composite title - French Documents Related to Saint-Domingue; D.) 19 print items were reassembled into a a composite title - French Documents Related to the French Colonies; and E.) all of the hundreds of manuscripts were organized into a composite title of 16 volumes entitled Saint Domingue Collection, The Manuscripts. While the manuscript volumes follow a somewhat different plan, all of the parts within each of the three composite print titles {B-C-D above} are organized in rough chronological order, and each composite title has been enhanced with a detailed Table of Contents. Given that the part numbers assigned to these items will never change, a given part can be cited with confidence. The manuscripts that were extracted from those 16 reels of the microfilm that contained manuscripts have been grouped into the 16 online volumes comprising the present composite title, with the items appearing in the exact order in which they appeared on the film, along with images of any film guides that may have been provided. Each of the 16 online volumes is also being provided with its own “living index.” LLMC welcomes additions to these “living indexes” as volunteered by interested scholars willing to submit their identifications of particular manuscripts or notes of related historical content. Updated versions of the indexes will be “swapped in” as additional editorial matter is received. Parties interested in participating in this “living index” project should should contact Matthew Loving, MLS MA, Romance languages/Area Studies Librarian at the UFL Smathers Library mwloving@ad.ufl.edu.)",3,"abstract","dlc"
"575","mixed material",3,"typeOfResource","dlc"
"576","The University of Florida George A. Smathers Libraries respect the intellectual property rights of others and do not claim any copyright interest in this item. This item may be protected by copyright but is made available here under a claim of fair use (17 U.S.C. §107) for non-profit research and educational purposes. Users of this work have responsibility for determining copyright status prior to reusing, publishing or reproducing this item for purposes other than what is allowed by fair use or other copyright exemptions. Any reuse of this item in excess of fair use or other copyright exemptions requires permission of the copyright holder. The Smathers Libraries would like to learn more about this item and invite individuals or organizations to contact Digital Services (UFDC@uflib.ufl.edu) with any additional information they can provide.",3,"accessCondition","dlc"
"577","Manuscript materials from 16 microfilm reels",3,"physicalDescription","dlc"
"578","All of the manuscripts were kept with the other manuscripts that appeared on the same reel; in exactly the same order as they appeared on the reel. Four of the original 20 reels (#1, 15, 16 & 17) had only print items and were not digitized, so there are only 16 digital volumes that correspond to the different reels. The reels correspond to these LLMC nos: reel 2 manuscripts - 31169.0001.001; reel 3 manuscripts - 31169.0002.001; reel 4 manuscripts - 31169.0003.001; reel 5 manuscripts - 31169.0004.001;  reel 6 manuscripts - 31169.0005.001;  reel 7 manuscripts - 31169.0006.001; reel 8 manuscripts - 31169.0007.001;  reel 9 manuscripts - -31169.0008.001; reel 10 manuscripts- 31169.0009.001; reel 11 manuscripts- 31169.0010.001; reel 12 manuscripts- 31169.0011.001; reel 13 manuscripts- 31169.0012.001; reel 14 manuscripts- 31169.0013.001; reel 18 manuscripts- 31169.0014.001; reel 19 manuscripts- 31169.0015.001; reel 20 manuscripts- 31169.0016.001",3,"note","dlc"
"579","16 volume composite Saint Domingue Manuscript Collection",3,"titleInfo","dlc"
"580","Reel 4 manuscripts - LLMC MS - 31169.0003.001",3,"titleInfo","dlc"
"581","AA00010296_00002University of Florida",2,"recordInfo","dlc"
"582","31169",2,"identifier","dlc"
"583","HaitiFrench Colony of Saint-Domingue",2,"originInfo","dlc"
"584","Manuscript materials from 16 microfilm reels",2,"relatedItem","dlc"
"585","16 volume composite Saint Domingue Manuscript CollectionReel 3 manuscripts - LLMC MS - 31169.0002.0013",2,"relatedItem","dlc"
"586","Reel 3 manuscripts - LLMC MS - 31169.0002.0013",2,"part","dlc"
"587","The University of Florida’s Saint Domingue Collection; the Manuscripts: 16 online volumes corresponding to the 16 reels of microfilm from the University Library’s collection from which manuscripts were extracted and digitized. (The Saint Domingue Collection, an assemblage of 20 reels of microfilm containing 186 print titles and several hundred manuscripts and maps illustrative of the colonial era in the French Colony of Saint-Domingue, was assembled by University of Florida librarians in the mid-1950s. Most of the documents came from the French National Archives, although a portion of the manuscripts were mined from the University’s own collections. The University Library generously loaned the film to LLMC for digitization to enrich its Haiti Legal Patrimony Collection, and also bore half the cost of the digitization. Unfortunately, all of these historical gems have long languished in obscurity in their film format, and would have met much the same fate had that same formatting been transferred directly online. Therefore, while the provenance of each separate item is carefully acknowledged, the collection has been broken up into smaller units to make them more discoverable and citeable as follows. All of the print items were reassembled in the following pattern: A.) 69 print items are offered on this site as standalone titles; B.) 67 print items were reassembled into a composite title covering Activities in Saint Domingue; C.) 27 print items were reassembled into a a composite title - French Documents Related to Saint-Domingue; D.) 19 print items were reassembled into a a composite title - French Documents Related to the French Colonies; and E.) all of the hundreds of manuscripts were organized into a composite title of 16 volumes entitled Saint Domingue Collection, The Manuscripts. While the manuscript volumes follow a somewhat different plan, all of the parts within each of the three composite print titles {B-C-D above} are organized in rough chronological order, and each composite title has been enhanced with a detailed Table of Contents. Given that the part numbers assigned to these items will never change, a given part can be cited with confidence. The manuscripts that were extracted from those 16 reels of the microfilm that contained manuscripts have been grouped into the 16 online volumes comprising the present composite title, with the items appearing in the exact order in which they appeared on the film, along with images of any film guides that may have been provided. Each of the 16 online volumes is also being provided with its own “living index.” LLMC welcomes additions to these “living indexes” as volunteered by interested scholars willing to submit their identifications of particular manuscripts or notes of related historical content. Updated versions of the indexes will be “swapped in” as additional editorial matter is received. Parties interested in participating in this “living index” project should should contact Matthew Loving, MLS MA, Romance languages/Area Studies Librarian at the UFL Smathers Library mwloving@ad.ufl.edu.)",2,"abstract","dlc"
"588","mixed material",2,"typeOfResource","dlc"
"589","The University of Florida George A. Smathers Libraries respect the intellectual property rights of others and do not claim any copyright interest in this item. This item may be protected by copyright but is made available here under a claim of fair use (17 U.S.C. §107) for non-profit research and educational purposes. Users of this work have responsibility for determining copyright status prior to reusing, publishing or reproducing this item for purposes other than what is allowed by fair use or other copyright exemptions. Any reuse of this item in excess of fair use or other copyright exemptions requires permission of the copyright holder. The Smathers Libraries would like to learn more about this item and invite individuals or organizations to contact Digital Services (UFDC@uflib.ufl.edu) with any additional information they can provide.",2,"accessCondition","dlc"
"590","Manuscript materials from 16 microfilm reels",2,"physicalDescription","dlc"
"591","All of the manuscripts were kept with the other manuscripts that appeared on the same reel; in exactly the same order as they appeared on the reel. Four of the original 20 reels (#1, 15, 16 & 17) had only print items and were not digitized, so there are only 16 digital volumes that correspond to the different reels. The reels correspond to these LLMC nos: reel 2 manuscripts - 31169.0001.001; reel 3 manuscripts - 31169.0002.001; reel 4 manuscripts - 31169.0003.001; reel 5 manuscripts - 31169.0004.001;  reel 6 manuscripts - 31169.0005.001;  reel 7 manuscripts - 31169.0006.001; reel 8 manuscripts - 31169.0007.001;  reel 9 manuscripts - -31169.0008.001; reel 10 manuscripts- 31169.0009.001; reel 11 manuscripts- 31169.0010.001; reel 12 manuscripts- 31169.0011.001; reel 13 manuscripts- 31169.0012.001; reel 14 manuscripts- 31169.0013.001; reel 18 manuscripts- 31169.0014.001; reel 19 manuscripts- 31169.0015.001; reel 20 manuscripts- 31169.0016.001",2,"note","dlc"
"592","16 volume composite Saint Domingue Manuscript Collection",2,"titleInfo","dlc"
"593","Reel 3 manuscripts - LLMC MS - 31169.0002.001",2,"titleInfo","dlc"
"594","AA00010296_00001University of Florida",1,"recordInfo","dlc"
"595","31169",1,"identifier","dlc"
"596","HaitiFrench Colony of Saint-Domingue",1,"originInfo","dlc"
"597","Manuscript materials from 16 microfilm reels",1,"relatedItem","dlc"
"598","16 volume composite Saint Domingue Manuscript CollectionReel 2 manuscripts - LLMC MS - 31169.0001.0012",1,"relatedItem","dlc"
"599","Reel 2 manuscripts - LLMC MS - 31169.0001.0012",1,"part","dlc"
"600","The University of Florida’s Saint Domingue Collection; the Manuscripts: 16 online volumes corresponding to the 16 reels of microfilm from the University Library’s collection from which manuscripts were extracted and digitized. (The Saint Domingue Collection, an assemblage of 20 reels of microfilm containing 186 print titles and several hundred manuscripts and maps illustrative of the colonial era in the French Colony of Saint-Domingue, was assembled by University of Florida librarians in the mid-1950s. Most of the documents came from the French National Archives, although a portion of the manuscripts were mined from the University’s own collections. The University Library generously loaned the film to LLMC for digitization to enrich its Haiti Legal Patrimony Collection, and also bore half the cost of the digitization. Unfortunately, all of these historical gems have long languished in obscurity in their film format, and would have met much the same fate had that same formatting been transferred directly online. Therefore, while the provenance of each separate item is carefully acknowledged, the collection has been broken up into smaller units to make them more discoverable and citeable as follows. All of the print items were reassembled in the following pattern: A.) 69 print items are offered on this site as standalone titles; B.) 67 print items were reassembled into a composite title covering Activities in Saint Domingue; C.) 27 print items were reassembled into a a composite title - French Documents Related to Saint-Domingue; D.) 19 print items were reassembled into a a composite title - French Documents Related to the French Colonies; and E.) all of the hundreds of manuscripts were organized into a composite title of 16 volumes entitled Saint Domingue Collection, The Manuscripts. While the manuscript volumes follow a somewhat different plan, all of the parts within each of the three composite print titles {B-C-D above} are organized in rough chronological order, and each composite title has been enhanced with a detailed Table of Contents. Given that the part numbers assigned to these items will never change, a given part can be cited with confidence. The manuscripts that were extracted from those 16 reels of the microfilm that contained manuscripts have been grouped into the 16 online volumes comprising the present composite title, with the items appearing in the exact order in which they appeared on the film, along with images of any film guides that may have been provided. Each of the 16 online volumes is also being provided with its own “living index.” LLMC welcomes additions to these “living indexes” as volunteered by interested scholars willing to submit their identifications of particular manuscripts or notes of related historical content. Updated versions of the indexes will be “swapped in” as additional editorial matter is received. Parties interested in participating in this “living index” project should should contact Matthew Loving, MLS MA, Romance languages/Area Studies Librarian at the UFL Smathers Library mwloving@ad.ufl.edu.)",1,"abstract","dlc"
"601","mixed material",1,"typeOfResource","dlc"
"602","The University of Florida George A. Smathers Libraries respect the intellectual property rights of others and do not claim any copyright interest in this item. This item may be protected by copyright but is made available here under a claim of fair use (17 U.S.C. §107) for non-profit research and educational purposes. Users of this work have responsibility for determining copyright status prior to reusing, publishing or reproducing this item for purposes other than what is allowed by fair use or other copyright exemptions. Any reuse of this item in excess of fair use or other copyright exemptions requires permission of the copyright holder. The Smathers Libraries would like to learn more about this item and invite individuals or organizations to contact Digital Services (UFDC@uflib.ufl.edu) with any additional information they can provide.",1,"accessCondition","dlc"
"603","Manuscript materials from 16 microfilm reels",1,"physicalDescription","dlc"
"604","All of the manuscripts were kept with the other manuscripts that appeared on the same reel; in exactly the same order as they appeared on the reel. Four of the original 20 reels (#1, 15, 16 & 17) had only print items and were not digitized, so there are only 16 digital volumes that correspond to the different reels. The reels correspond to these LLMC nos: reel 2 manuscripts - 31169.0001.001; reel 3 manuscripts - 31169.0002.001; reel 4 manuscripts - 31169.0003.001; reel 5 manuscripts - 31169.0004.001;  reel 6 manuscripts - 31169.0005.001;  reel 7 manuscripts - 31169.0006.001; reel 8 manuscripts - 31169.0007.001;  reel 9 manuscripts - -31169.0008.001; reel 10 manuscripts- 31169.0009.001; reel 11 manuscripts- 31169.0010.001; reel 12 manuscripts- 31169.0011.001; reel 13 manuscripts- 31169.0012.001; reel 14 manuscripts- 31169.0013.001; reel 18 manuscripts- 31169.0014.001; reel 19 manuscripts- 31169.0015.001; reel 20 manuscripts- 31169.0016.001",1,"note","dlc"
"605","16 volume composite Saint Domingue Manuscript Collection",1,"titleInfo","dlc"
"606","Reel 2 manuscripts - LLMC MS - 31169.0001.001",1,"titleInfo","dlc"
