"","value","record","element","collection"
"1074","Ohio (9th Congressional District)",14,"subject","loc"
"1075","United States Elections, 2010",14,"subject","loc"
"1076","United StatesCongressHouse",14,"subject","loc"
"1077","Democratic Party",14,"subject","loc"
"1078","Ohio",14,"subject","loc"
"1079","Ohio (9th Congressional District)",14,"subject","loc"
"1080","United States Elections, 2012",14,"subject","loc"
"1081","United StatesCongressHouse",14,"subject","loc"
"1082","Democratic Party",14,"subject","loc"
"1083","Ohio",14,"subject","loc"
"1084","Ohio (9th Congressional District)",14,"subject","loc"
"1085","United States Elections, 2014",14,"subject","loc"
"1086","United StatesCongressHouse",14,"subject","loc"
"1087","Democratic Party",14,"subject","loc"
"1088","Ohio",14,"subject","loc"
"1089","Ohio (9th Congressional District)",14,"subject","loc"
"1090","United States Elections, 2016",14,"subject","loc"
"1091","United StatesCongressHouse",14,"subject","loc"
"1092","Democratic Party",14,"subject","loc"
"1093","Ohio",14,"subject","loc"
"1094","Ohio (9th Congressional District)",14,"subject","loc"
"1095","United States Elections, 2018",14,"subject","loc"
"1096","United StatesCongressHouse",14,"subject","loc"
"1097","Democratic Party",14,"subject","loc"
"1098","Ohio",14,"subject","loc"
"1099","Ohio (9th Congressional District)",14,"subject","loc"
"1100","United States Elections, 2020",14,"subject","loc"
"1101","United StatesCongressHouse",14,"subject","loc"
"1102","Democratic Party",14,"subject","loc"
"1103","Ohio",14,"subject","loc"
"1104","Ohio (9th Congressional District)",14,"subject","loc"
"1105","electronictext/htmlborn digital",14,"physicalDescription","loc"
"1106","eng",14,"language","loc"
"1107","Kaptur, Marcy",14,"name","loc"
"1108","Kaptur, Marcy",14,"name","loc"
"1109","United StatesCongressHouse",14,"name","loc"
"1110","Democratic Party",14,"name","loc"
"1111","United StatesCongressHouse",14,"name","loc"
"1112","Democratic Party",14,"name","loc"
"1113","United StatesCongressHouse",14,"name","loc"
"1114","Democratic Party",14,"name","loc"
"1115","United StatesCongressHouse",14,"name","loc"
"1116","Democratic Party",14,"name","loc"
"1117","United StatesCongressHouse",14,"name","loc"
"1118","Democratic Party",14,"name","loc"
"1119","United StatesCongressHouse",14,"name","loc"
"1120","Democratic Party",14,"name","loc"
"1121","United StatesCongressHouse",14,"name","loc"
"1122","Democratic Party",14,"name","loc"
"1123","United StatesCongressHouse",14,"name","loc"
"1124","Democratic Party",14,"name","loc"
"1125","United StatesCongressHouse",14,"name","loc"
"1126","Democratic Party",14,"name","loc"
"1127","United StatesCongressHouse",14,"name","loc"
"1128","Democratic Party",14,"name","loc"
"1129","Official Campaign Website - Marcy Kaptur",14,"titleInfo","loc"
"1130","United States Elections Web Archive",14,"titleInfo","loc"
"1131","Researcher and Reference Services Division",14,"titleInfo","loc"
"1132","dlc20221128lcwaN0000551eng",13,"recordInfo","loc"
"1133","lcwaN0000551",13,"identifier","loc"
"1134","2205",13,"identifier","loc"
"1135","http://www.kanno2006.com/",13,"identifier","loc"
"1136","886",13,"identifier","loc"
"1137","general",13,"targetAudience","loc"
"1138","2006062120080819",13,"originInfo","loc"
"1139","United States Elections Web Archive",13,"relatedItem","loc"
"1140","Researcher and Reference Services Division",13,"relatedItem","loc"
"1141","http://www.kanno2006.com/886http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000886.jpgNone2006062120080819",13,"relatedItem","loc"
"1142","website",13,"genre","loc"
"1143","None",13,"part","loc"
"1144","text",13,"typeOfResource","loc"
"1145","None",13,"accessCondition","loc"
"1146","Kanno, John",13,"subject","loc"
"1147","Political candidatesUnited States",13,"subject","loc"
"1148","ElectionsUnited States",13,"subject","loc"
"1149","Politics and governmentUnited States",13,"subject","loc"
"1150","United States Elections, 2006",13,"subject","loc"
"1151","United StatesCongressHouse",13,"subject","loc"
"1152","Republican Party",13,"subject","loc"
"1153","California",13,"subject","loc"
"1154","California (18th Congressional District)",13,"subject","loc"
"1155","electronictext/htmlborn digital",13,"physicalDescription","loc"
"1156","eng",13,"language","loc"
"1157","Kanno, John",13,"name","loc"
"1158","Kanno, John",13,"name","loc"
"1159","United StatesCongressHouse",13,"name","loc"
"1160","Republican Party",13,"name","loc"
"1161","Official Campaign Website - John Kanno",13,"titleInfo","loc"
"1162","United States Elections Web Archive",13,"titleInfo","loc"
"1163","Researcher and Reference Services Division",13,"titleInfo","loc"
"1164","dlc20221128lcwaN0000573eng",12,"recordInfo","loc"
"1165","lcwaN0000573",12,"identifier","loc"
"1166","704",12,"identifier","loc"
"1167","http://www.billsali.com/",12,"identifier","loc"
"1168","913",12,"identifier","loc"
"1169","general",12,"targetAudience","loc"
"1170","2006062120081126",12,"originInfo","loc"
"1171","United States Elections Web Archive",12,"relatedItem","loc"
"1172","Researcher and Reference Services Division",12,"relatedItem","loc"
"1173","http://www.billsali.com/913http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000913.jpgNone2006062120081126",12,"relatedItem","loc"
"1174","website",12,"genre","loc"
"1175","None",12,"part","loc"
"1176","text",12,"typeOfResource","loc"
"1177","None",12,"accessCondition","loc"
"1178","Sali, Bill",12,"subject","loc"
"1179","Political candidatesUnited States",12,"subject","loc"
"1180","ElectionsUnited States",12,"subject","loc"
"1181","Politics and governmentUnited States",12,"subject","loc"
"1182","United States Elections, 2006",12,"subject","loc"
"1183","United StatesCongressHouse",12,"subject","loc"
"1184","Republican Party",12,"subject","loc"
"1185","Idaho",12,"subject","loc"
"1186","Idaho (1st Congressional District)",12,"subject","loc"
"1187","United States Elections, 2008",12,"subject","loc"
"1188","United StatesCongressHouse",12,"subject","loc"
"1189","Republican Party",12,"subject","loc"
"1190","Idaho",12,"subject","loc"
"1191","Idaho (1st Congressional District)",12,"subject","loc"
"1192","electronictext/htmlborn digital",12,"physicalDescription","loc"
"1193","eng",12,"language","loc"
"1194","Sali, Bill",12,"name","loc"
"1195","Sali, Bill",12,"name","loc"
"1196","United StatesCongressHouse",12,"name","loc"
"1197","Republican Party",12,"name","loc"
"1198","United StatesCongressHouse",12,"name","loc"
"1199","Republican Party",12,"name","loc"
"1200","Official Campaign Website - Bill Sali",12,"titleInfo","loc"
"1201","United States Elections Web Archive",12,"titleInfo","loc"
"1202","Researcher and Reference Services Division",12,"titleInfo","loc"
"1203","dlc20221128lcwaN0000549eng",11,"recordInfo","loc"
"1204","lcwaN0000549",11,"identifier","loc"
"1205","2144",11,"identifier","loc"
"1206","http://www.texansforkay.com/",11,"identifier","loc"
"1207","884",11,"identifier","loc"
"1208","general",11,"targetAudience","loc"
"1209","2006060120061213",11,"originInfo","loc"
"1210","United States Elections Web Archive",11,"relatedItem","loc"
"1211","Researcher and Reference Services Division",11,"relatedItem","loc"
"1212","http://www.texansforkay.com/884http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000884.jpgNone2006060120061213",11,"relatedItem","loc"
"1213","website",11,"genre","loc"
"1214","None",11,"part","loc"
"1215","text",11,"typeOfResource","loc"
"1216","None",11,"accessCondition","loc"
"1217","Hutchison, Kay Bailey",11,"subject","loc"
"1218","Political candidatesUnited States",11,"subject","loc"
"1219","ElectionsUnited States",11,"subject","loc"
"1220","Politics and governmentUnited States",11,"subject","loc"
"1221","United States Elections, 2006",11,"subject","loc"
"1222","United StatesCongressSenate",11,"subject","loc"
"1223","Republican Party",11,"subject","loc"
"1224","Texas",11,"subject","loc"
"1225","electronictext/htmlborn digital",11,"physicalDescription","loc"
"1226","eng",11,"language","loc"
"1227","Hutchison, Kay Bailey",11,"name","loc"
"1228","Hutchison, Kay Bailey",11,"name","loc"
"1229","United StatesCongressSenate",11,"name","loc"
"1230","Republican Party",11,"name","loc"
"1231","Official Campaign Website - Kay Bailey Hutchison",11,"titleInfo","loc"
"1232","United States Elections Web Archive",11,"titleInfo","loc"
"1233","Researcher and Reference Services Division",11,"titleInfo","loc"
"1234","dlc20221128lcwaN0000508eng",10,"recordInfo","loc"
"1235","lcwaN0000508",10,"identifier","loc"
"1236","2138",10,"identifier","loc"
"1237","http://www.blasdelforcongress.com/",10,"identifier","loc"
"1238","828",10,"identifier","loc"
"1239","general",10,"targetAudience","loc"
"1240","2006062120061213",10,"originInfo","loc"
"1241","United States Elections Web Archive",10,"relatedItem","loc"
"1242","Researcher and Reference Services Division",10,"relatedItem","loc"
"1243","http://www.blasdelforcongress.com/828http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000828.jpgNone2006062120061213",10,"relatedItem","loc"
"1244","website",10,"genre","loc"
"1245","None",10,"part","loc"
"1246","text",10,"typeOfResource","loc"
"1247","None",10,"accessCondition","loc"
"1248","Blasdel, Chuck",10,"subject","loc"
"1249","Political candidatesUnited States",10,"subject","loc"
"1250","ElectionsUnited States",10,"subject","loc"
"1251","Politics and governmentUnited States",10,"subject","loc"
"1252","United States Elections, 2006",10,"subject","loc"
"1253","United StatesCongressHouse",10,"subject","loc"
"1254","Republican Party",10,"subject","loc"
"1255","Ohio",10,"subject","loc"
"1256","Ohio (6th Congressional District)",10,"subject","loc"
"1257","electronictext/htmlborn digital",10,"physicalDescription","loc"
"1258","eng",10,"language","loc"
"1259","Blasdel, Chuck",10,"name","loc"
"1260","Blasdel, Chuck",10,"name","loc"
"1261","United StatesCongressHouse",10,"name","loc"
"1262","Republican Party",10,"name","loc"
"1263","Official Campaign Website - Chuck Blasdel",10,"titleInfo","loc"
"1264","United States Elections Web Archive",10,"titleInfo","loc"
"1265","Researcher and Reference Services Division",10,"titleInfo","loc"
"1266","dlc20221128lcwaN0000507eng",9,"recordInfo","loc"
"1267","lcwaN0000507",9,"identifier","loc"
"1268","2150",9,"identifier","loc"
"1269","http://garybinderim.com/",9,"identifier","loc"
"1270","827",9,"identifier","loc"
"1271","general",9,"targetAudience","loc"
"1272","2006062120061213",9,"originInfo","loc"
"1273","United States Elections Web Archive",9,"relatedItem","loc"
"1274","Researcher and Reference Services Division",9,"relatedItem","loc"
"1275","http://garybinderim.com/827http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000827.jpgNone2006062120061213",9,"relatedItem","loc"
"1276","website",9,"genre","loc"
"1277","None",9,"part","loc"
"1278","text",9,"typeOfResource","loc"
"1279","None",9,"accessCondition","loc"
"1280","Binderim, Gary E.",9,"subject","loc"
"1281","Political candidatesUnited States",9,"subject","loc"
"1282","ElectionsUnited States",9,"subject","loc"
"1283","Politics and governmentUnited States",9,"subject","loc"
"1284","United States Elections, 2006",9,"subject","loc"
"1285","United StatesCongressHouse",9,"subject","loc"
"1286","Democratic Party",9,"subject","loc"
"1287","Texas",9,"subject","loc"
"1288","Texas (2nd Congressional District)",9,"subject","loc"
"1289","electronictext/htmlborn digital",9,"physicalDescription","loc"
"1290","eng",9,"language","loc"
"1291","Binderim, Gary E.",9,"name","loc"
"1292","Binderim, Gary E.",9,"name","loc"
"1293","United StatesCongressHouse",9,"name","loc"
"1294","Democratic Party",9,"name","loc"
"1295","Official Campaign Website - Gary E. Binderim",9,"titleInfo","loc"
"1296","United States Elections Web Archive",9,"titleInfo","loc"
"1297","Researcher and Reference Services Division",9,"titleInfo","loc"
"1298","dlc20221128lcwaN0000506eng",8,"recordInfo","loc"
"1299","lcwaN0000506",8,"identifier","loc"
"1300","2160",8,"identifier","loc"
"1301","http://www.sharonbeeryforcongress.com/",8,"identifier","loc"
"1302","826",8,"identifier","loc"
"1303","general",8,"targetAudience","loc"
"1304","2006062120061213",8,"originInfo","loc"
"1305","United States Elections Web Archive",8,"relatedItem","loc"
"1306","Researcher and Reference Services Division",8,"relatedItem","loc"
"1307","http://www.sharonbeeryforcongress.com/826http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000826.jpgNone2006062120061213",8,"relatedItem","loc"
"1308","website",8,"genre","loc"
"1309","None",8,"part","loc"
"1310","text",8,"typeOfResource","loc"
"1311","None",8,"accessCondition","loc"
"1312","Beery, Sharon",8,"subject","loc"
"1313","Political candidatesUnited States",8,"subject","loc"
"1314","ElectionsUnited States",8,"subject","loc"
"1315","Politics and governmentUnited States",8,"subject","loc"
"1316","United States Elections, 2006",8,"subject","loc"
"1317","United StatesCongressHouse",8,"subject","loc"
"1318","Democratic Party",8,"subject","loc"
"1319","California",8,"subject","loc"
"1320","California (22nd Congressional District)",8,"subject","loc"
"1321","electronictext/htmlborn digital",8,"physicalDescription","loc"
"1322","eng",8,"language","loc"
"1323","Beery, Sharon",8,"name","loc"
"1324","Beery, Sharon",8,"name","loc"
"1325","United StatesCongressHouse",8,"name","loc"
"1326","Democratic Party",8,"name","loc"
"1327","Official Campaign Website - Sharon Beery",8,"titleInfo","loc"
"1328","United States Elections Web Archive",8,"titleInfo","loc"
"1329","Researcher and Reference Services Division",8,"titleInfo","loc"
"1330","dlc20221128lcwaN0000505eng",7,"recordInfo","loc"
"1331","lcwaN0000505",7,"identifier","loc"
"1332","2221",7,"identifier","loc"
"1333","http://barnwellforcongress.com/",7,"identifier","loc"
"1334","825",7,"identifier","loc"
"1335","general",7,"targetAudience","loc"
"1336","2006060120061213",7,"originInfo","loc"
"1337","United States Elections Web Archive",7,"relatedItem","loc"
"1338","Researcher and Reference Services Division",7,"relatedItem","loc"
"1339","http://barnwellforcongress.com/825http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000825.jpgNone2006060120061213",7,"relatedItem","loc"
"1340","website",7,"genre","loc"
"1341","None",7,"part","loc"
"1342","text",7,"typeOfResource","loc"
"1343","None",7,"accessCondition","loc"
"1344","Barnwell, Tim",7,"subject","loc"
"1345","Political candidatesUnited States",7,"subject","loc"
"1346","ElectionsUnited States",7,"subject","loc"
"1347","Politics and governmentUnited States",7,"subject","loc"
"1348","United States Elections, 2006",7,"subject","loc"
"1349","United StatesCongressHouse",7,"subject","loc"
"1350","Democratic Party",7,"subject","loc"
"1351","Texas",7,"subject","loc"
"1352","Texas (26th Congressional District)",7,"subject","loc"
"1353","electronictext/htmlborn digital",7,"physicalDescription","loc"
"1354","eng",7,"language","loc"
"1355","Barnwell, Tim",7,"name","loc"
"1356","Barnwell, Tim",7,"name","loc"
"1357","United StatesCongressHouse",7,"name","loc"
"1358","Democratic Party",7,"name","loc"
"1359","Official Campaign Website - Tim Barnwell",7,"titleInfo","loc"
"1360","United States Elections Web Archive",7,"titleInfo","loc"
"1361","Researcher and Reference Services Division",7,"titleInfo","loc"
"1362","dlc20221128lcwaN0000504eng",6,"recordInfo","loc"
"1363","lcwaN0000504",6,"identifier","loc"
"1364","2206",6,"identifier","loc"
"1365","http://www.voteaurbach.com/",6,"identifier","loc"
"1366","824",6,"identifier","loc"
"1367","general",6,"targetAudience","loc"
"1368","2006062120061213",6,"originInfo","loc"
"1369","United States Elections Web Archive",6,"relatedItem","loc"
"1370","Researcher and Reference Services Division",6,"relatedItem","loc"
"1371","http://www.voteaurbach.com/824http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000824.jpgNone2006062120061213",6,"relatedItem","loc"
"1372","website",6,"genre","loc"
"1373","None",6,"part","loc"
"1374","text",6,"typeOfResource","loc"
"1375","None",6,"accessCondition","loc"
"1376","Aurbach, Wilson",6,"subject","loc"
"1377","Political candidatesUnited States",6,"subject","loc"
"1378","ElectionsUnited States",6,"subject","loc"
"1379","Politics and governmentUnited States",6,"subject","loc"
"1380","United States Elections, 2006",6,"subject","loc"
"1381","United StatesCongressHouse",6,"subject","loc"
"1382","Republican Party",6,"subject","loc"
"1383","Texas",6,"subject","loc"
"1384","Texas (30th Congressional District)",6,"subject","loc"
"1385","electronictext/htmlborn digital",6,"physicalDescription","loc"
"1386","eng",6,"language","loc"
"1387","Aurbach, Wilson",6,"name","loc"
"1388","Aurbach, Wilson",6,"name","loc"
"1389","United StatesCongressHouse",6,"name","loc"
"1390","Republican Party",6,"name","loc"
"1391","Official Campaign Website - Wilson Aurbach",6,"titleInfo","loc"
"1392","United States Elections Web Archive",6,"titleInfo","loc"
"1393","Researcher and Reference Services Division",6,"titleInfo","loc"
"1394","dlc20221128lcwaN0000503eng",5,"recordInfo","loc"
"1395","lcwaN0000503",5,"identifier","loc"
"1396","2189",5,"identifier","loc"
"1397","http://aumanforcongress.com/",5,"identifier","loc"
"1398","823",5,"identifier","loc"
"1399","general",5,"targetAudience","loc"
"1400","2006062120181107",5,"originInfo","loc"
"1401","United States Elections Web Archive",5,"relatedItem","loc"
"1402","Researcher and Reference Services Division",5,"relatedItem","loc"
"1403","http://aumanforcongress.com/823http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000823.jpgNone2006062120181107",5,"relatedItem","loc"
"1404","website",5,"genre","loc"
"1405","None",5,"part","loc"
"1406","text",5,"typeOfResource","loc"
"1407","None",5,"accessCondition","loc"
"1408","Auman, Richard D.",5,"subject","loc"
"1409","Political candidatesUnited States",5,"subject","loc"
"1410","ElectionsUnited States",5,"subject","loc"
"1411","Politics and governmentUnited States",5,"subject","loc"
"1412","United States Elections, 2006",5,"subject","loc"
"1413","United StatesCongressHouse",5,"subject","loc"
"1414","Democratic Party",5,"subject","loc"
"1415","Illinois",5,"subject","loc"
"1416","Illinois (16th Congressional District)",5,"subject","loc"
"1417","electronictext/htmlborn digital",5,"physicalDescription","loc"
"1418","eng",5,"language","loc"
"1419","Auman, Richard D.",5,"name","loc"
"1420","Auman, Richard D.",5,"name","loc"
"1421","United StatesCongressHouse",5,"name","loc"
"1422","Democratic Party",5,"name","loc"
"1423","Official Campaign Website - Richard D. Auman",5,"titleInfo","loc"
"1424","United States Elections Web Archive",5,"titleInfo","loc"
"1425","Researcher and Reference Services Division",5,"titleInfo","loc"
"1426","dlc20221128lcwaN0000502eng",4,"recordInfo","loc"
"1427","lcwaN0000502",4,"identifier","loc"
"1428","2139",4,"identifier","loc"
"1429","http://www.ankrum2010.com/",4,"identifier","loc"
"1430","822",4,"identifier","loc"
"1431","http://tedankrum.com/cs",4,"identifier","loc"
"1432","821",4,"identifier","loc"
"1433","general",4,"targetAudience","loc"
"1434","2010080520101202",4,"originInfo","loc"
"1435","2006062120061214",4,"originInfo","loc"
"1436","United States Elections Web Archive",4,"relatedItem","loc"
"1437","Researcher and Reference Services Division",4,"relatedItem","loc"
"1438","http://www.ankrum2010.com/822http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000822.jpghttp://ankrum2010.com2010080520101202",4,"relatedItem","loc"
"1439","http://tedankrum.com/cs821http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000821.jpg2006062120061214",4,"relatedItem","loc"
"1440","website",4,"genre","loc"
"1441","http://ankrum2010.com",4,"part","loc"
"1442","text",4,"typeOfResource","loc"
"1443","None",4,"accessCondition","loc"
"1444","Ankrum, George Theodore",4,"subject","loc"
"1445","Political candidatesUnited States",4,"subject","loc"
"1446","ElectionsUnited States",4,"subject","loc"
"1447","Politics and governmentUnited States",4,"subject","loc"
"1448","United States Elections, 2006",4,"subject","loc"
"1449","United StatesCongressHouse",4,"subject","loc"
"1450","Democratic Party",4,"subject","loc"
"1451","Texas",4,"subject","loc"
"1452","Texas (10th Congressional District)",4,"subject","loc"
"1453","United States Elections, 2010",4,"subject","loc"
"1454","United StatesCongressHouse",4,"subject","loc"
"1455","Democratic Party",4,"subject","loc"
"1456","Texas",4,"subject","loc"
"1457","Texas (10th Congressional District)",4,"subject","loc"
"1458","electronictext/htmlborn digital",4,"physicalDescription","loc"
"1459","eng",4,"language","loc"
"1460","Ankrum, George Theodore",4,"name","loc"
"1461","Ankrum, George Theodore",4,"name","loc"
"1462","United StatesCongressHouse",4,"name","loc"
"1463","Democratic Party",4,"name","loc"
"1464","United StatesCongressHouse",4,"name","loc"
"1465","Democratic Party",4,"name","loc"
"1466","Official Campaign Website - George Theodore Ankrum",4,"titleInfo","loc"
"1467","United States Elections Web Archive",4,"titleInfo","loc"
"1468","Researcher and Reference Services Division",4,"titleInfo","loc"
"1469","dlc20221128lcwaN0000501eng",3,"recordInfo","loc"
"1470","lcwaN0000501",3,"identifier","loc"
"1471","2183",3,"identifier","loc"
"1472","http://www.woodrowanderson.com/",3,"identifier","loc"
"1473","820",3,"identifier","loc"
"1474","general",3,"targetAudience","loc"
"1475","2006062120061213",3,"originInfo","loc"
"1476","United States Elections Web Archive",3,"relatedItem","loc"
"1477","Researcher and Reference Services Division",3,"relatedItem","loc"
"1478","http://www.woodrowanderson.com/820http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000820.jpgNone2006062120061213",3,"relatedItem","loc"
"1479","website",3,"genre","loc"
"1480","None",3,"part","loc"
"1481","text",3,"typeOfResource","loc"
"1482","None",3,"accessCondition","loc"
"1483","Anderson, Woodrow Wilson, III",3,"subject","loc"
"1484","Political candidatesUnited States",3,"subject","loc"
"1485","ElectionsUnited States",3,"subject","loc"
"1486","Politics and governmentUnited States",3,"subject","loc"
"1487","United States Elections, 2006",3,"subject","loc"
"1488","United StatesCongressHouse",3,"subject","loc"
"1489","Democratic Party",3,"subject","loc"
"1490","Arkansas",3,"subject","loc"
"1491","Arkansas (3rd Congressional District)",3,"subject","loc"
"1492","electronictext/htmlborn digital",3,"physicalDescription","loc"
"1493","eng",3,"language","loc"
"1494","Anderson, Woodrow Wilson, III",3,"name","loc"
"1495","Anderson, Woodrow Wilson, III",3,"name","loc"
"1496","United StatesCongressHouse",3,"name","loc"
"1497","Democratic Party",3,"name","loc"
"1498","Official Campaign Website - Woodrow Wilson Anderson III",3,"titleInfo","loc"
"1499","United States Elections Web Archive",3,"titleInfo","loc"
"1500","Researcher and Reference Services Division",3,"titleInfo","loc"
"1501","dlc20221128lcwaN0000464eng",2,"recordInfo","loc"
"1502","lcwaN0000464",2,"identifier","loc"
"1503","203",2,"identifier","loc"
"1504","http://www.uspacifistparty.org/",2,"identifier","loc"
"1505","768",2,"identifier","loc"
"1506","general",2,"targetAudience","loc"
"1507","2004022620210416",2,"originInfo","loc"
"1508","United States Elections Web Archive",2,"relatedItem","loc"
"1509","Researcher and Reference Services Division",2,"relatedItem","loc"
"1510","http://www.uspacifistparty.org/768http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0000768.jpgNone2004022620210416",2,"relatedItem","loc"
"1511","website",2,"genre","loc"
"1512","None",2,"part","loc"
"1513","text",2,"typeOfResource","loc"
"1514","None",2,"accessCondition","loc"
"1515","Lyttle, Bradford James",2,"subject","loc"
"1516","Political candidatesUnited States",2,"subject","loc"
"1517","ElectionsUnited States",2,"subject","loc"
"1518","Politics and governmentUnited States",2,"subject","loc"
"1519","United States Elections, 2008",2,"subject","loc"
"1520","United StatesPresident",2,"subject","loc"
"1521","Independent candidates",2,"subject","loc"
"1522","United States",2,"subject","loc"
"1523","electronictext/htmlborn digital",2,"physicalDescription","loc"
"1524","eng",2,"language","loc"
"1525","Lyttle, Bradford James",2,"name","loc"
"1526","Lyttle, Bradford James",2,"name","loc"
"1527","United StatesPresident",2,"name","loc"
"1528","Independent candidates",2,"name","loc"
"1529","Official Campaign Website - Bradford James Lyttle",2,"titleInfo","loc"
"1530","United States Elections Web Archive",2,"titleInfo","loc"
"1531","Researcher and Reference Services Division",2,"titleInfo","loc"
"1532","dlc20221128lcwaN0006242eng",1,"recordInfo","loc"
"1533","lcwaN0006242",1,"identifier","loc"
"1534","826",1,"identifier","loc"
"1535","http://www.barackobama.com/",1,"identifier","loc"
"1536","8536",1,"identifier","loc"
"1537","http://www.obamaforillinois.com/",1,"identifier","loc"
"1538","8535",1,"identifier","loc"
"1539","general",1,"targetAudience","loc"
"1540","2004011320210514",1,"originInfo","loc"
"1541","2004011620051221",1,"originInfo","loc"
"1542","United States Elections Web Archive",1,"relatedItem","loc"
"1543","Researcher and Reference Services Division",1,"relatedItem","loc"
"1544","http://www.barackobama.com/8536http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0008536.jpghttp://ofa.bohttp://gottavote.comhttp://gottavote.orghttp://gobackteam.comhttp://unpasoatras.comhttp://barackobama.comhttp://welfarefacts.orghttp://votemostodos.orghttp://medicarefacts.comhttp://gottaregister.comhttp://inscribetehoy.comhttp://ownyourvotewi.comhttp://romneyeconomics.comhttp://keepinggophonest.comhttp://dearromney.tumblr.comhttp://romneyryanrevealed.comhttp://barackobama.tumblr.comhttp://www.keepinghisword.comhttp://www.gopdebatewatch.comhttp://pinterest.com/barackobama/http://www.youtube.com/BarackObamahttp://web.stagram.com/n/barackobamahttp://www.flickr.com/BarackObamaDotComhttp://obamaforamerica.theresumator.comhttp://www.youtube.com/user/BarackObamadotcomhttp://www.gottaregister.com/?source=footer-navhttp://storify.com/barackobama_com/happy-mother-s-day2004011320210514",1,"relatedItem","loc"
"1545","http://www.obamaforillinois.com/8535http://cdn.loc.gov/service/webcapture/project_1/thumbnails/lcwaS0008535.jpg2004011620051221",1,"relatedItem","loc"
"1546","website",1,"genre","loc"
"1547","http://ofa.bohttp://gottavote.comhttp://gottavote.orghttp://gobackteam.comhttp://unpasoatras.comhttp://barackobama.comhttp://welfarefacts.orghttp://votemostodos.orghttp://medicarefacts.comhttp://gottaregister.comhttp://inscribetehoy.comhttp://ownyourvotewi.comhttp://romneyeconomics.comhttp://keepinggophonest.comhttp://dearromney.tumblr.comhttp://romneyryanrevealed.comhttp://barackobama.tumblr.comhttp://www.keepinghisword.comhttp://www.gopdebatewatch.comhttp://pinterest.com/barackobama/http://www.youtube.com/BarackObamahttp://web.stagram.com/n/barackobamahttp://www.flickr.com/BarackObamaDotComhttp://obamaforamerica.theresumator.comhttp://www.youtube.com/user/BarackObamadotcomhttp://www.gottaregister.com/?source=footer-navhttp://storify.com/barackobama_com/happy-mother-s-day",1,"part","loc"
"1548","text",1,"typeOfResource","loc"
"1549","None",1,"accessCondition","loc"
"1550","Obama, Barack",1,"subject","loc"
"1551","Political candidatesUnited States",1,"subject","loc"
"1552","ElectionsUnited States",1,"subject","loc"
"1553","Politics and governmentUnited States",1,"subject","loc"
"1554","United States Elections, 2004",1,"subject","loc"
"1555","United StatesCongressSenate",1,"subject","loc"
"1556","Democratic Party",1,"subject","loc"
"1557","Illinois",1,"subject","loc"
"1558","United States Elections, 2008",1,"subject","loc"
"1559","United StatesPresident",1,"subject","loc"
"1560","Democratic Party",1,"subject","loc"
"1561","United States",1,"subject","loc"
"1562","United States Elections, 2012",1,"subject","loc"
"1563","United StatesPresident",1,"subject","loc"
"1564","Democratic Party",1,"subject","loc"
"1565","United States",1,"subject","loc"
"1566","electronictext/htmlborn digital",1,"physicalDescription","loc"
"1567","eng",1,"language","loc"
"1568","Obama, Barack",1,"name","loc"
"1569","Obama, Barack",1,"name","loc"
"1570","United StatesCongressSenate",1,"name","loc"
"1571","Democratic Party",1,"name","loc"
"1572","United StatesPresident",1,"name","loc"
"1573","Democratic Party",1,"name","loc"
"1574","United StatesPresident",1,"name","loc"
"1575","Democratic Party",1,"name","loc"
"1576","Official Campaign Website - Barack Obama",1,"titleInfo","loc"
"1577","United States Elections Web Archive",1,"titleInfo","loc"
"1578","Researcher and Reference Services Division",1,"titleInfo","loc"
